session_date,session_id,club,shot_num,club_speed_mps,attack_angle_deg,ball_speed_mps,spin_rate_rpm,carry_m,side_m,smash_factor
2026-05-08,2a637be4-1b4b-f111-9c8c-c86e08cb2270,Dr,1,46.0,6.0,63.6,2770,198.4,-18.8,1.383
2026-05-08,2a637be4-1b4b-f111-9c8c-c86e08cb2270,Dr,2,45.2,4.4,63.1,2420,198.7,-23.2,1.396
2026-05-08,2a637be4-1b4b-f111-9c8c-c86e08cb2270,Dr,3,45.2,2.2,63.6,3900,201.6,41.7,1.407
2026-05-08,2a637be4-1b4b-f111-9c8c-c86e08cb2270,Dr,4,45.8,2.8,65.6,3720,211.7,38.9,1.432
2026-05-08,2a637be4-1b4b-f111-9c8c-c86e08cb2270,Dr,5,44.4,3.0,64.7,2900,219.9,9.1,1.457
2026-05-08,2a637be4-1b4b-f111-9c8c-c86e08cb2270,Dr,6,45.1,3.6,62.9,3390,205.2,58.1,1.395
2026-05-08,2a637be4-1b4b-f111-9c8c-c86e08cb2270,Dr,7,44.6,5.4,65.9,2380,229.0,-9.6,1.478
2026-05-08,2a637be4-1b4b-f111-9c8c-c86e08cb2270,Dr,8,44.8,4.4,63.0,1720,194.1,-19.5,1.406
2026-05-08,2a637be4-1b4b-f111-9c8c-c86e08cb2270,Dr,9,46.2,4.6,65.5,2890,219.4,30.9,1.418
2026-05-08,2a637be4-1b4b-f111-9c8c-c86e08cb2270,Dr,10,44.5,4.2,65.0,2460,224.2,-7.0,1.461
2026-05-08,2a637be4-1b4b-f111-9c8c-c86e08cb2270,Dr,11,46.7,,58.1,2470,128.8,-4.8,1.244
2026-05-08,2a637be4-1b4b-f111-9c8c-c86e08cb2270,Dr,12,44.6,4.0,63.9,1970,203.9,-14.4,1.433
2026-05-08,2a637be4-1b4b-f111-9c8c-c86e08cb2270,Dr,13,44.3,6.2,64.4,2580,223.5,2.5,1.454
2026-05-08,2a637be4-1b4b-f111-9c8c-c86e08cb2270,Dr,14,45.5,3.2,63.4,2420,185.5,4.4,1.393
2026-05-08,fc48fe13-194b-f111-9c8c-c86e08cb2270,5W,1,44.7,5.2,64.3,3260,213.9,16.4,1.439
2026-05-08,fc48fe13-194b-f111-9c8c-c86e08cb2270,5W,2,42.6,1.6,61.6,4900,185.9,28.4,1.446
2026-05-08,fc48fe13-194b-f111-9c8c-c86e08cb2270,5W,3,43.7,,35.1,5870,83.9,-14.5,0.803
2026-05-08,fc48fe13-194b-f111-9c8c-c86e08cb2270,5W,4,45.6,5.3,64.7,3020,219.1,-0.9,1.419
2026-05-08,fc48fe13-194b-f111-9c8c-c86e08cb2270,5W,5,42.2,1.2,62.1,5020,186.5,27.5,1.471
2026-05-08,fc48fe13-194b-f111-9c8c-c86e08cb2270,5W,6,47.0,5.2,65.8,1560,7.0,-0.1,1.400
2026-05-08,fc48fe13-194b-f111-9c8c-c86e08cb2270,5W,7,42.6,1.4,59.2,3810,187.2,-36.5,1.390
2026-05-08,fc48fe13-194b-f111-9c8c-c86e08cb2270,5W,8,44.3,7.8,34.0,7533,72.2,-35.5,0.768
2026-05-08,fc48fe13-194b-f111-9c8c-c86e08cb2270,5W,9,42.6,2.0,62.3,4542,193.3,-6.2,1.463
2026-05-08,fc48fe13-194b-f111-9c8c-c86e08cb2270,5W,10,42.9,4.0,59.2,3620,187.1,-55.4,1.380
2026-05-08,fc48fe13-194b-f111-9c8c-c86e08cb2270,5W,11,42.4,2.2,56.4,4020,176.2,-12.0,1.330
2026-05-08,fc48fe13-194b-f111-9c8c-c86e08cb2270,5W,12,45.0,5.6,62.0,3170,206.6,-20.8,1.378
2026-05-08,fc48fe13-194b-f111-9c8c-c86e08cb2270,5i,1,39.7,1.2,56.3,5210,166.5,16.4,1.418
2026-05-08,fc48fe13-194b-f111-9c8c-c86e08cb2270,5i,2,36.8,-0.4,49.9,3650,142.9,10.6,1.356
2026-05-08,fc48fe13-194b-f111-9c8c-c86e08cb2270,5i,3,39.6,0.6,56.8,4840,171.6,7.9,1.434
2026-05-08,fc48fe13-194b-f111-9c8c-c86e08cb2270,5i,4,38.0,0.0,48.7,6480,133.9,20.2,1.282
2026-05-08,fc48fe13-194b-f111-9c8c-c86e08cb2270,5i,5,38.1,-1.0,52.2,5799,150.0,-6.3,1.370
2026-05-08,fc48fe13-194b-f111-9c8c-c86e08cb2270,5i,6,40.1,0.6,56.8,2989,184.1,-22.6,1.417
2026-05-08,fc48fe13-194b-f111-9c8c-c86e08cb2270,5i,7,39.3,0.4,57.9,4400,179.0,-10.5,1.473
2026-05-08,fc48fe13-194b-f111-9c8c-c86e08cb2270,5i,8,41.0,11.4,33.1,2738,62.1,1.6,0.807
2026-05-08,fc48fe13-194b-f111-9c8c-c86e08cb2270,5i,9,40.5,0.0,56.8,3620,176.8,-2.0,1.402
2026-05-08,fc48fe13-194b-f111-9c8c-c86e08cb2270,5i,10,39.0,1.6,47.3,3450,134.5,-13.3,1.213
2026-05-08,fc48fe13-194b-f111-9c8c-c86e08cb2270,5i,11,37.7,0.2,43.6,6310,118.1,7.2,1.156
2026-05-08,fc48fe13-194b-f111-9c8c-c86e08cb2270,5i,12,38.7,0.8,51.9,4280,155.5,1.9,1.341
2025-01-04,dc2962e1-bdca-ef11-9457-b068e6110422,7i,1,38.0,,50.1,5383,142.1,14.8,1.318
2025-01-04,dc2962e1-bdca-ef11-9457-b068e6110422,7i,2,39.9,,51.3,4291,150.7,-59.7,1.286
2025-01-04,dc2962e1-bdca-ef11-9457-b068e6110422,7i,3,41.6,9.9,53.9,3800,112.7,35.9,1.296
2025-01-04,dc2962e1-bdca-ef11-9457-b068e6110422,7i,4,39.6,,50.2,8140,134.1,-29.0,1.268
2025-01-04,dc2962e1-bdca-ef11-9457-b068e6110422,7i,5,40.8,,49.1,8420,130.3,-22.7,1.203
2025-01-04,dc2962e1-bdca-ef11-9457-b068e6110422,7i,6,40.2,3.9,50.1,1960,129.4,27.6,1.246
2025-01-04,dc2962e1-bdca-ef11-9457-b068e6110422,7i,7,45.8,7.7,63.7,1790,200.4,-3.9,1.391
2025-01-04,dc2962e1-bdca-ef11-9457-b068e6110422,7i,8,38.2,,47.7,5600,124.8,20.7,1.249
2025-01-04,dc2962e1-bdca-ef11-9457-b068e6110422,7i,9,39.8,,50.0,8230,132.9,-20.4,1.256
2025-01-04,dc2962e1-bdca-ef11-9457-b068e6110422,7i,10,38.5,7.9,52.5,3608,153.7,-4.0,1.364
2025-01-04,dc2962e1-bdca-ef11-9457-b068e6110422,7i,11,40.4,,47.8,7690,139.9,-8.6,1.183
2025-01-04,dc2962e1-bdca-ef11-9457-b068e6110422,7i,12,39.6,,59.2,8500,124.6,-3.1,1.495
2025-01-04,dc2962e1-bdca-ef11-9457-b068e6110422,7i,13,43.8,10.3,59.2,2900,159.3,-44.5,1.352
2025-01-04,dc2962e1-bdca-ef11-9457-b068e6110422,7i,14,44.6,,57.0,6362,166.7,-12.8,1.278
2025-01-04,dc2962e1-bdca-ef11-9457-b068e6110422,7i,15,,1.9,49.1,6590,135.9,-9.3,
2025-01-04,dc2962e1-bdca-ef11-9457-b068e6110422,7i,16,,,,4860,31.4,-6.7,
2025-04-02,cf9ce819-f50f-f011-97af-f8e43b3b1e60,Unknown,1,,,,3478,149.3,-35.6,
2025-04-02,cf9ce819-f50f-f011-97af-f8e43b3b1e60,Unknown,2,33.6,,43.7,5449,119.6,-8.3,1.301
2025-04-02,cf9ce819-f50f-f011-97af-f8e43b3b1e60,Unknown,3,,7.3,48.2,4903,122.8,25.9,
2025-04-02,cf9ce819-f50f-f011-97af-f8e43b3b1e60,Unknown,4,36.7,,54.0,3490,168.8,-16.6,1.471
2025-04-02,cf9ce819-f50f-f011-97af-f8e43b3b1e60,Unknown,5,,,,5921,147.9,-18.4,
2025-04-02,cf9ce819-f50f-f011-97af-f8e43b3b1e60,Unknown,6,37.2,0.7,50.2,4120,141.8,-17.4,1.349
2025-04-02,cf9ce819-f50f-f011-97af-f8e43b3b1e60,Unknown,7,36.0,,49.9,1200,45.6,1.2,1.386
2025-04-02,cf9ce819-f50f-f011-97af-f8e43b3b1e60,Unknown,8,29.5,,42.1,1636,120.8,-22.1,1.427
2025-04-02,cf9ce819-f50f-f011-97af-f8e43b3b1e60,Unknown,9,40.4,,57.5,734,107.5,6.0,1.423
2025-04-02,cf9ce819-f50f-f011-97af-f8e43b3b1e60,Unknown,10,32.4,,49.0,5159,140.3,-5.3,1.512
2025-04-02,cf9ce819-f50f-f011-97af-f8e43b3b1e60,Unknown,11,35.2,,43.5,5020,119.0,-32.1,1.236
2025-04-02,cf9ce819-f50f-f011-97af-f8e43b3b1e60,Unknown,12,34.2,,20.2,5624,33.7,-4.3,0.591
2025-04-02,cf9ce819-f50f-f011-97af-f8e43b3b1e60,Unknown,13,17.6,,51.6,3840,90.4,-3.1,2.932
2025-04-02,cf9ce819-f50f-f011-97af-f8e43b3b1e60,Unknown,14,36.0,,33.7,1925,9.4,-1.5,0.936
2025-04-02,cf9ce819-f50f-f011-97af-f8e43b3b1e60,Unknown,15,,,,9583,113.7,13.0,
2025-04-02,cf9ce819-f50f-f011-97af-f8e43b3b1e60,Unknown,16,29.9,,41.1,4460,107.5,-3.3,1.375
2025-04-02,cf9ce819-f50f-f011-97af-f8e43b3b1e60,Unknown,17,37.0,,51.7,2717,107.5,-13.6,1.397
2025-04-02,cf9ce819-f50f-f011-97af-f8e43b3b1e60,Unknown,18,39.1,,54.9,4432,116.0,-6.8,1.404
2025-04-02,cf9ce819-f50f-f011-97af-f8e43b3b1e60,Unknown,19,14.6,,16.9,4006,13.2,-40.0,1.158
2025-04-02,cf9ce819-f50f-f011-97af-f8e43b3b1e60,Unknown,20,34.0,,40.5,3509,111.7,-14.1,1.191
2025-04-02,cf9ce819-f50f-f011-97af-f8e43b3b1e60,Unknown,21,44.2,,60.6,5484,173.1,87.8,1.371
2025-04-02,cf9ce819-f50f-f011-97af-f8e43b3b1e60,Unknown,22,35.8,,48.8,5240,140.1,0.0,1.363
2025-04-02,cf9ce819-f50f-f011-97af-f8e43b3b1e60,Unknown,23,37.6,,51.9,3910,137.1,-28.6,1.380
2025-04-02,cf9ce819-f50f-f011-97af-f8e43b3b1e60,Unknown,24,39.1,,54.7,4396,166.0,-9.4,1.399
2025-04-02,cf9ce819-f50f-f011-97af-f8e43b3b1e60,Unknown,25,34.1,,49.1,1731,42.3,10.1,1.440
2025-04-02,cf9ce819-f50f-f011-97af-f8e43b3b1e60,Unknown,26,,,,9124,12.8,-0.6,
2025-04-02,cf9ce819-f50f-f011-97af-f8e43b3b1e60,Unknown,27,36.8,,34.6,4051,159.7,-8.2,0.940
